Ano;Mês;UF;IMPOSTO SOBRE IMPORTAÇÃO;IMPOSTO SOBRE EXPORTAÇÃO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMÓVEIS;IPI - VINCULADO À IMPORTACAO;IPI - OUTROS;IRPF;IRPJ - ENTIDADES FINANCEIRAS;IRPJ - DEMAIS EMPRESAS;IRRF - RENDIMENTOS DO TRABALHO;IRRF - RENDIMENTOS DO CAPITAL;IRRF - REMESSAS P/ EXTERIOR;IRRF - OUTROS RENDIMENTOS;IMPOSTO S/ OPERAÇÕES FINANCEIRAS;IMPOSTO TERRITORIAL RURAL;IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF;CPMF;COFINS;COFINS - FINANCEIRAS;COFINS - DEMAIS;CONTRIBUIÇÃO PARA O PIS/PASEP;CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS;CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS;CSLL;CSLL - FINANCEIRAS;CSLL - DEMAIS;CIDE-COMBUSTÍVEIS (parc. não dedutível);CIDE-COMBUSTÍVEIS;CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES;CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público;CONTRIBUICÕES PARA FUNDAF;REFIS;PAES;RETENÇÃO NA FONTE - LEI 10.833, Art. 30;PAGAMENTO UNIFICADO;OUTRAS RECEITAS ADMINISTRADAS;DEMAIS RECEITAS;RECEITA PREVIDENCIÁRIA;RECEITA PREVIDENCIÁRIA - PRÓPRIA;RECEITA PREVIDENCIÁRIA - DEMAIS;ADMINISTRADAS POR OUTROS ÓRGÃOS
2010;Janeiro;RS;49405216,08;43866,15;156258809;17095793,93;25736977,06;58248614,32;102741454,9;37750297,77;127620450,1;418680208,6;228051767,5;68703548,88;11901711,14;17734589,52;31526430,18;484046,28;;2277,85;;19064118,54;625189485,2;;3069576,02;175934925,4;;106193647,1;220039362,1;;72372318,98;;;1077976,7;;;;;29460208,89;17088641,73;;;;
2010;Janeiro;RO;266661,66;-8,43;0;311759,79;21259,73;160710,31;1182339,1;1108378,08;6634,41;15865537,65;9034948,77;1524954,86;38120,37;340934,71;696640,99;37907,71;;35,06;;8505,98;16327128,14;;1274,98;5929791,93;;24978,2;11165719,35;;0;;;4937,62;;;;;2106666,51;627540,44;;;;
2010;Janeiro;RR;54454,52;-1,08;0;0;747,28;0;3120,92;576361,43;0;5001313,88;2910795,35;32923,36;0;45077,48;5658,96;137713,21;;4,51;;2086,92;4017413,15;;339,13;3159789,97;;0;3422117,27;;0;;;853,5;;;;;734128,17;107418,94;;;;
2010;Janeiro;SC;145110632,8;7354,15;202919,03;12293644,5;53054,97;70996962,95;72705452,03;13272410,61;1313773,02;549124679;96997487,77;61382468,95;8991129,77;9192203,54;4679668,83;131611,26;;16581,84;;906758,26;420966697;;158745,13;101889636,3;;691499,93;229682370,4;;0;;;749616,24;;;;;28452823,39;9600542,58;;;;
2010;Janeiro;SP;658595623,4;29301,72;1138500,58;78794804,37;138803508,1;280114934;657591681,7;307053362,2;893418566,3;4450484604;2257675431;1549703804;599827504,4;251130349,8;1326488593;1180427,48;;1810629,12;;312800192,2;4382286711;;66985696,23;1113853894;;959635316,3;2028405954;;29930521,98;;;7772316,52;;;;;526483396,1;83679063,19;;;;
2010;Janeiro;SE;876529,46;-5,27;129284,63;5317098,87;60,04;98621,89;2798404,85;1892390,46;723979,45;18122464,88;13205532,51;2191958,81;1470452,93;1112065,2;1438220,62;17992,46;;22,47;;1057425,27;24785546,91;;40274,8;9180548,16;;482712,04;11975324,48;;0;;;1579,05;;;;;11976166,13;3532505,87;;;;
2010;Janeiro;TO;438,15;5781,57;0;530,42;0;0;107794,41;645023,19;7257,15;13146104,16;4094814,01;6148226,12;2254,41;311329,15;143305,32;75374,08;;48,26;;15370,19;12582421,3;;2084,27;4028397;;18877,72;8541323,11;;0;;;3139,57;;;;;2654816,2;255951,27;;;;
2010;Fevereiro;AC;5306,23;0;0;0;7896,75;0;9433,18;344291,54;0;2538401,44;3592398,93;110631,45;15486,28;96859,56;26238,07;17492,4;;238,5;;791,83;5038595,88;;128,67;2045625,03;;2930,35;1556729,96;;-86,78;;;861;;;;;917016,49;199286,29;;;;
2010;Fevereiro;AL;264618,39;480,92;0;737759,77;0;89511,5;3454016,3;1746435,75;14,65;8212092,97;12400671,04;358460,36;219615,3;1044397,02;95900,34;22910,58;;106,91;;59415,09;20642419,22;;23099,21;10546307,63;;3005,45;5282492,46;;0;;;2398,07;;;;;4577244,62;2215071,96;;;;
2010;Fevereiro;AP;76889,95;-0,22;0;0;0;102154,37;132730,7;427950,35;0;1889824,08;5660302,07;15458,86;12440,16;146931,16;35983,6;236482,97;;1;;9363,62;2922799,04;;1503,16;968448,57;;0;855653,08;;2209,95;;;7376;;;;;596633,66;207623,85;;;;
2010;Fevereiro;AM;21374680,95;-81,94;0;2759170,65;29961,12;7598485,21;9046067,84;2827901,25;124004,8;69644452,67;34692692,06;1945205,1;12517359;3698226,3;1959164,91;16091,1;;24469,44;;71244,48;160387432,2;;12608,35;43621173,88;;35946,78;58281583,81;;0;;;117684,33;;;;;8009181,44;2844809,78;;;;
2010;Fevereiro;BA;22185509,89;202229,12;540397,33;5847312,68;0;21755757,69;42050078,01;11497684,31;1071510,26;219319308;65323428,49;2915704,7;3518114,61;9640955,4;3243376,54;184770,35;;6789,07;;3929351,86;247588732,5;;636100,53;69724294,88;;7691720,23;170473846,6;;8038190,39;;;200806,41;;;;;137589591,1;13460083,2;;;;
2010;Fevereiro;CE;21816613,05;7556,67;35063,12;7078186,44;2600;8396453,47;4575730,07;7340979,75;10596284,33;46250003,17;37709543,8;3981493,94;5076993,34;3629735,75;6863737,13;25725,12;;450,63;;10748706,22;111153224,2;;1744763;34726369,21;;5027257,75;32839327,39;;0;;;55540,94;;;;;13397841,14;6427928,65;;;;
2010;Fevereiro;DF;1605500,64;2983,84;60722,69;3361257,5;0;971971,2;3013522,88;16133264,68;176376090,1;189743563,2;1155505894;154186776,8;15399123,03;55278381,83;313784399;28434,28;;880179,44;;216642528,7;227997028,2;;34678858,42;161603063,9;;106574079,9;96253345,33;;0;;;67610,32;;;;;220581346,2;85656531,74;;;;
2010;Fevereiro;ES;171295465,1;1076,34;15103,45;2133518,17;3489213,57;101300142;26724420,61;6409601,89;3017262,25;53266461,42;28815978,51;3183989,5;2894819,19;4164773,83;5860207,84;32619,15;;117596,76;;3459628,34;205109667,4;;174318,31;47808522,27;;1337695,9;29824470,25;;1185964,08;;;459784,87;;;;;29312425,32;4735681,13;;;;
2010;Fevereiro;GO;31640787,46;433,67;8093,36;3751851,99;3788937,54;18582032,88;10146199,62;6207297,43;11313,94;40153048,18;29576615,75;14722270,5;1437338,88;2638862,92;1327203,78;231760,73;;954,82;;344418,34;109845670,7;;62230,18;36893067,94;;10928,76;25176462,33;;16985,43;;;107977,99;;;;;14024422,4;7033176,73;;;;
2010;Fevereiro;MA;3010522,53;2471,22;0;4339175,4;0;499142,95;555188,17;1766309,43;1370,61;11805358,16;11708068,28;653657,73;340400,82;1097063,02;95767,83;87980,51;;354,27;;19092,65;103500329,4;;3108,17;25920268,19;;0;9391844,91;;44484960,54;;;67745,3;;;;;3828078,09;3862239,04;;;;
2010;Fevereiro;MT;611592,54;1308,85;0;1831815,45;0;667155,76;1294511,38;3328204,2;11667,1;23398437,67;15823062,41;1393641,67;601736,86;1317197,25;1568149,63;248269,54;;8424,48;;127253,39;39425235,43;;21947,58;15903934,52;;10382,42;25078157,51;;0;;;39000,79;;;;;9880484,05;3447154,31;;;;
2010;Fevereiro;MS;140950,32;-22,6;0;229835,47;0;19718,75;2870666,51;3521995,72;3341,92;17579771,97;11567261,36;1825935,89;96503,59;1138808,85;619016,99;200930,03;;1645,69;;36775,56;29529243,85;;5925,55;11516884,98;;3621,26;9059877,43;;158,52;;;39850,13;;;;;4189066,24;1299762,61;;;;
2010;Fevereiro;MG;32718663,28;4471,61;171610512,8;13439632,49;45677445,58;16145321,47;71959150,71;34205136,51;15201254,39;243384677,9;177436665,6;42612796,13;14288177,96;21629109,79;53964296,07;750370,6;;2258567,7;;4395547,72;522635401,3;;2063829,73;132102971,7;;8112726,03;126065566,1;;0;;;723017,91;;;;;57145704,62;26344818,82;;;;
2010;Fevereiro;PA;1733755,46;111797,89;0;1273770,09;0;506987,77;2447874,68;3720953,82;7583119,22;16011937,28;24938696,85;2067971,4;334716,22;1982610,97;2714605,46;272514,33;;107810,2;;4278865,16;50781793,82;;688908,33;18012804,87;;4127630,32;10685275,4;;0;;;115888,57;;;;;11846563,02;2437975,89;;;;
2010;Fevereiro;PB;10533520,88;-59,01;0;2192613,65;0;748576,55;2288123,59;2196766,49;805,39;10090380,84;17326131,87;1905061,25;25829,19;1057096,45;208229,8;46439,03;;244,15;;26127,31;61602209,17;;4462,85;17676512,39;;487,93;7284027,84;;0;;;111145,92;;;;;5304609,69;3279263,27;;;;
2010;Fevereiro;PR;100996098,7;480762,73;112187,35;5631450,48;37452079,71;57221350,7;50955057,36;21379898,34;11078590,72;182216422,8;115858898,4;56816521,99;24414515,56;16121260,02;160089446,1;660773,36;;6403,25;;27302808,97;458470513,6;;4428453,61;122771177,2;;7217248,04;94897081,89;;14498379,81;;;483128,26;;;;;59672472,57;49385231,85;;;;
2010;Fevereiro;PE;24477842,36;5510,04;142121,3;16104240,2;10779,96;15752923,49;29900559,58;7933172,16;4237869,66;53144789,31;53602633,53;3589325,35;1740779,14;4895065,31;4121943,62;35423,26;;7679,47;;8209822,22;182506809,3;;1336983,4;52077968,09;;1371504,05;38860347,76;;0;;;381802,6;;;;;17137450,36;10288019,4;;;;
2010;Fevereiro;PI;139623,75;1571,11;0;1706184,29;0;199254,28;1035696,84;1624630,58;0;9590229,67;7433452,06;1809455,93;19454,43;733007,7;46344,81;49596,41;;6012,24;;24808,29;23432892,13;;4031,35;8259872,81;;0;6478778,44;;0;;;8079,14;;;;;2688277,69;1660853,39;;;;
2010;Fevereiro;RJ;109297798,9;3543,79;1951539,56;27949425,99;282894,95;55599060,83;64156043,02;139976115,6;357262554,8;1085290529;711394222,2;162008031,1;120873978,2;65264183,26;58436022,98;287341,56;;178185,67;;70028876,2;1943229577;;12339994,11;472113166,9;;275649475,8;497102890,6;;528265422,3;;;3056836,14;;;;;205812034,9;1145332005;;;;
2010;Fevereiro;RN;362185,62;187,8;12992,34;1390355,94;0;128747,56;1924100,7;2192426,8;55552,09;13808972,07;14667711,89;477106,85;198636,02;840420,15;368750,7;31519,76;;216,79;;82852,02;34443534,41;;13378,84;11457465,07;;49646,9;11011940,94;;76,67;;;11412,35;;;;;4151042,36;1990977,68;;;;
2010;Fevereiro;RS;43795195,11;69867,61;142769093,8;10051918,21;30495487,77;65083414,13;86495113,96;30747668,47;14624929,79;150177524,8;154536756,2;22563008,48;13524434,98;15810344,89;27487797,97;433041,2;;10656,9;;16544237,95;537240768,2;;2871685,6;148125188,3;;6850114,18;83520676,64;;62089213,51;;;482270,91;;;;;38899981,04;17075569,11;;;;
2010;Fevereiro;RO;80959,35;-7,69;0;200485,76;17458,39;14573,69;866353,91;1149893,23;2556,09;6131635,24;7488816,54;503341,11;8605,45;269763,59;605002,96;20952,03;;1610,2;;5997,29;13852343,44;;1209,82;6923843,23;;7170,86;4262849,35;;0;;;3151,2;;;;;1913937,39;400433,16;;;;
2010;Fevereiro;RR;34536,64;-0,67;0;0;0;0;12585,52;462272,33;0;1604482,12;2395443,72;104067,96;0;41559,22;4875,41;3147,96;;2,91;;2387,58;3441035,51;;387,99;1806006,9;;0;985837;;0;;;1017,5;;;;;734284,62;79422,22;;;;
2010;Fevereiro;SC;143835920,2;9164,91;185791,04;8799804,32;70332,04;69225431,5;77229623,02;12826318,5;674303,15;115583573,9;61458705,8;7279091,28;3176130,31;7979046,35;4581338,09;96448,01;;10988,84;;861478,9;404280664,5;;151079,53;95839644,34;;267188,05;64999962,71;;173,43;;;765642,94;;;;;27676508,95;8541496,69;;;;
2010;Fevereiro;SP;634469139;171670,21;1037664;55545978,25;119842150,5;275910830,1;594859880,7;290058042,2;245280998,6;1548203169;1408949966;623377576,5;268298783,6;202000244,2;1247222275;1637361,1;;9476263,86;;199925402,9;4014180341;;39037323,59;945465836,4;;212749741,9;778855669,5;;21501899,05;;;14257020,27;;;;;439274787,5;80806027,03;;;;
2010;Fevereiro;SE;10734,55;-4,65;136930,88;5255471,94;118,92;253839,18;2600551,84;1627894,84;1009916,82;6570976,8;10503105,64;1007445,65;76254;962368,93;1395885,77;18355,69;;19,57;;869958,51;20452477,56;;39862,07;7396675,88;;621532,67;4918713,84;;1792;;;1393,75;;;;;2747406,2;3785932,13;;;;
2010;Fevereiro;TO;192,99;80,3;0;9726,02;0;0;56842,36;689146,06;3320,42;6813147,12;2431616,5;1551904,79;292,95;443705,98;158006,93;86676,03;;17,5;;5928,16;10710958,22;;866,39;3512968,06;;2418,95;3895173,63;;0;;;2437,15;;;;;3488687,77;344668,73;;;;
2010;Março;AC;11087,41;0;0;0;20531;977,39;12111,27;644538,13;0;3106743,47;3059579,72;121302,85;-10271,85;119270,26;27288,31;12324,56;;296,16;;879,21;5326920,07;;157,25;2710536,22;;2584,58;1618540,4;;0;;;2351;;;;;890323,62;220842,51;;;;
2010;Março;AL;83176,28;105,16;0;705898,35;0;54865,35;3133140,37;3983646,26;2420,17;7604302,18;11275856,93;495776,04;78018,88;1186595,19;127489,56;36313,75;;111,03;;39711,05;17003211,83;;6779,89;9170430,39;;34154,97;6389870,54;;0;;;5692,93;;;;;4979801,52;2387938,67;;;;
2010;Março;AP;47896,02;0,01;0;0;0;152282,86;97917,07;1119190,38;0;1743276,93;5852782,78;19609,17;29929,77;137348,08;36981,83;210444,15;;1;;8811,19;3703659,65;;1438,11;1117204,6;;0;1076259,38;;1221,08;;;21071,17;;;;;730702,43;438222,88;;;;
2010;Março;AM;24268413,84;-8,71;0;2609969,99;48347,95;9847268,58;8838718,53;3656206,46;100394,86;133014335,4;38164998,78;2069907,31;9378500,21;3030339,92;1592729,19;32945,95;;22474,56;;53942,41;183447262,3;;8676,98;50014687,15;;28560,12;131399471,5;;2964780;;;150175,39;;;;;16448990,34;2535347,67;;;;
2010;Março;BA;32710651,64;220782,39;742608,78;4734722,18;0;27801936,48;40519113,91;10277149,3;299166,18;88285456,98;66254769,92;3046079,89;5817226,33;7102267,27;2416030,6;198331,13;;6674,47;;3323090,1;262154528,2;;537243,81;73958095,31;;6415409,54;56309869,45;;8694876,77;;;309149,14;;;;;140674628,4;14957500,45;;;;
2010;Março;CE;29176838,7;3404,22;34660,62;6969970,34;0;10666740,79;3523588,95;9124795,05;39684237,49;56506848,92;41142587,27;5949389,87;3627768,82;3976077,26;5585055,27;115117,91;;-227,5;;11117357,94;130923892,8;;1806508,28;38758652,32;;41954046,01;28404165,89;;-3366,84;;;72130,52;;;;;14586622,21;8587310,31;;;;
2010;Março;DF;2053731,68;3502,84;69609,55;3197050,79;7743,96;1280211,24;2633364,09;19001418,44;270682032,3;180898786,1;1194017793;258384179,3;69869944,08;96684261,5;324555557,7;22287,54;;6014,24;;220385303,9;263170960,3;;35699602,9;178056314,5;;162128959;73849103,11;;14;;;19142836,78;;;;;320448905,2;16926452,09;;;;
2010;Março;ES;156868889,7;4323,13;14969,51;2056736,17;2425507,37;83403102,64;27321840,34;7814504,32;4117072,37;117521461,9;31696735,2;4040336,12;3638952,12;5557726,08;6000728,53;28884,7;;115379,46;;2958190,97;209561946,9;;163622,18;49334063,92;;1732507,69;48011553,94;;0;;;452303,22;;;;;19697653,48;7209377,36;;;;
2010;Março;GO;71868382,41;5446,71;4553,87;4969309,48;6734873,19;41867017,51;11636731,75;10252934,47;40774,58;41931557,77;33245349,1;3000814,4;2197256,9;3003128,77;1463402,52;482122,09;;1137,03;;417520,54;124327949,3;;61643,62;38510948,64;;22756,58;24773201,21;;954,63;;;98766,28;;;;;17028033,15;10707808,54;;;;
2010;Março;MA;3694124,65;1884,64;0;3440272,83;0;997653,97;1120227,71;2557776,89;2159,85;12644889,33;15640228,07;744556,08;106099,32;1191835,23;121296,06;383466,55;;408,3;;20170,84;135795513,3;;3228,8;30961428,33;;44,83;8649422,93;;59134606,22;;;75466,73;;;;;4417919,06;4741641,34;;;;
2010;Março;MT;1077300,7;661,87;0;2097371,69;0;2208939,47;1799964,07;3631829,84;218514,39;22432199,6;16804168,8;6131292,99;384613,45;2659700,72;1646930,67;319107,93;;11351,22;;105285,77;43154535,88;;15902,77;16620841,31;;7463,82;16953716,39;;0;;;33816,87;;;;;11660869,01;5385121,76;;;;
2010;Março;MS;268379,64;215,22;0;267605,01;0;508465,35;3747109,87;6008136,77;63327,78;15974560,62;11974631,87;1836696,1;666024,29;967681,96;627797,13;355405,85;;-2441,78;;33341,03;38945665,56;;6175,06;13796819,42;;55486,39;9209434,26;;159,7;;;35294,08;;;;;4744011,14;1812302,32;;;;
2010;Março;MG;34852302,7;11815,4;168255048,8;12344415,92;67746701,32;21461793,73;75823037,87;40708797,77;126143785,2;320089404,7;216476076,2;24609891,09;35386002,16;24864720,54;47756498,54;937397,19;;2298196,94;;6082012,06;544289437;;2218074,65;136168306,9;;92874781,45;164698956,4;;0;;;414391,31;;;;;62433786;98979188,7;;;;
2010;Março;PA;1703993,17;378774,12;0;1324968,52;0;1115739,88;1745295,18;4574367,28;12806185,67;17132830,86;28276963,12;2228430,95;389137,59;2158752,47;2724012,27;204516,76;;108280,09;;4247477,92;44758563,49;;690858,44;15669671,05;;13376826,68;11425253,61;;0;;;158462,65;;;;;12903691,64;3654569,34;;;;
2010;Março;PB;5232362,39;-3,04;0;2397798,55;0;804800,33;2262403,26;4067417,51;1035,9;13339677,32;19130213,88;503109,66;80931,02;640018,39;221536,62;35487,09;;1963,68;;24012,54;28408298,75;;4169,31;10711931,81;;621,56;8362499,75;;0;;;87662,59;;;;;8932211,78;3209272,11;;;;
2010;Março;PR;142681611,8;723235,28;144038,65;8273796,64;37878361,35;71979134,84;55127262,37;26637332,93;25689064,01;240862689,1;150027447,3;65548096,74;19940788,72;16099818,59;134493890;376189,44;;8889,03;;28117260,82;552790572,8;;4572875,33;145858529,9;;13617304,32;118351803,2;;15209046,13;;;541714,14;;;;;120066546,3;49631659,38;;;;
2010;Março;PE;27198464,18;5416,61;140702,54;10282103,42;23934,9;21449291,27;24018846,88;16344787,73;21824566,03;72478802,26;49177568,17;5807054,8;2543971,16;6053704,52;4947578,54;115671,54;;7616,64;;7028300,27;195030206,5;;1214555,29;53605187,15;;7536720,03;42079452,74;;0;;;462883,84;;;;;17762944,34;10648606,44;;;;
2010;Março;PI;8120,95;142,58;0;2396372,92;0;0;1043689,05;1903720,16;0;11246257,28;9067204,49;482020,98;17614,33;1161995,12;45425,37;44247;;1826,32;;35021,85;22813606,2;;6159,5;7834027,77;;2932,26;6840254,75;;0;;;8547,82;;;;;2954504,9;1483262,13;;;;
2010;Março;RJ;180931119,4;2433,4;2327078,07;22846230,47;257687,63;87555518,98;61589453,77;113325641,4;96839198,4;1081748311;878366037,3;119895973,6;173324564,5;74390673,32;52865299,88;191809,83;;199296,21;;43694003,62;1994357478;;8547488,7;473938614,6;;53707691,37;431989779,8;;419687372,6;;;5724843,18;;;;;159439911,6;1078049439;;;;
2010;Março;RN;1190124,79;1035,93;12067,32;1061701,44;0;267025,81;2837538,21;3933601,6;36494,4;17516598,09;16513322,66;558466,13;365701,69;959929,55;367012,65;39038,28;;100,89;;63993,93;33050045,21;;9937,8;11157646,59;;27671,37;10631109,84;;0;;;10034,59;;;;;4735840;2012092,27;;;;
2010;Março;RS;56633942,27;44027,71;122093807;9594055,26;21095733,57;65649919,87;99041459,02;42669396,39;25384696,91;192378263,6;158756686,7;22641565,54;7743746,86;14435784,8;28597064,97;575588,84;;1919,37;;17545731,42;571540842,2;;2851651,76;150307368,8;;14406094,38;93745205,55;;48797029,2;;;4472602,95;;;;;42020382,04;16498331,52;;;;
2010;Março;RO;113470,99;0;0;227375,03;27399,4;29517,22;1120413,26;2294412,82;512,09;7941823,96;8042804,86;471333,4;0;318767,82;618307,63;37899,35;;791,45;;5742,31;14251710,89;;1104,65;6029837,32;;607,72;4907217,56;;0;;;7296,58;;;;;2731552,92;493150;;;;
2010;Março;RR;40351,75;-0,01;0;0;834,54;0;8345,9;712149,71;0;1968337,98;2600946,25;62577,97;0;74541,79;7079,92;16922,39;;2,86;;1491,01;4269165,15;;242,29;1446475,84;;0;1280176,21;;0;;;5772,5;;;;;783419,66;117307,26;;;;
2010;Março;SC;187693154,1;5496,54;187923,66;7852199,49;49053;87168233,66;71571771,85;17489398,05;2882636,93;178044758,9;61847582,93;8516375,69;4364289,37;7751010,77;4504138,4;133605,79;;8114,15;;806578,38;442270091,6;;132821,72;111467011,5;;1720365,76;77884172,07;;643,01;;;128787,25;;;;;30334555,09;9674932,4;;;;
2010;Março;SP;782542459,7;369389,06;1166733,77;54895664,02;146044007,1;368883831,3;596786217,6;254029298,1;1014136764;2326076686;2131879625;693745466;500242950,2;216611806,3;1294738407;1248036,12;;2171050,25;;379475296,2;3860822731;;88308571,23;987766536,6;;711494951,5;920007298,3;;31737958,23;;;24575233,69;;;;;481562911,7;141485086,5;;;;
2010;Março;SE;48453,05;-0,3;133885,92;4120608,63;60,04;16879,17;2491828,49;2320150,64;808036,16;6473095,21;10999351,69;787337;49863,54;1051692,32;1501813,41;36217,35;;20,4;;836028,3;21964948,21;;40820,21;7331871,77;;491517,6;5517957,15;;2436,1;;;3380,75;;;;;3268251,94;3948039,27;;;;
2010;Março;TO;2789,49;3557,5;0;7646,15;0;0;109374,44;860850,13;4007,35;5596997,46;2972489,43;685174,97;6122,96;291912,81;108178,59;94969,91;;635,39;;4745,68;11117378,15;;801,47;3423188,01;;-6005;3341796,59;;0;;;3296,06;;;;;2611518,79;1112372,1;;;;
2010;Abril;AC;11601,95;0;0;0;17964,07;0;14588,54;5769235,83;74,09;5889761,04;3296536,8;156358,23;-6660,55;136607,02;37724,94;8658,88;;241,01;;752,97;6768147,2;;141,02;2281052,19;;7914,91;3544791,87;;0;;;2043,5;;;;;896252,14;238469,4;;;;
2010;Abril;AL;84642,72;49,17;0;706741,78;0;24238,89;3420937,32;30485182,36;41389,24;20666637,74;13116029,08;483381,9;248202,11;774941,83;128712,66;37276,5;;1407,3;;73702,64;17778455,97;;12142,29;8413099,36;;40299,68;13164905,03;;0;;;2058,12;;;;;4779726,12;1919589,99;;;;
2010;Abril;AP;102906,63;-0,22;0;0;0;79799,85;96820,06;4117489,68;0;3179231,53;5996392,75;21691,63;3474,14;137530,27;31317,22;6113,17;;1;;374,85;3570208,5;;55,16;1847302,46;;0;1870263,65;;2088,29;;;8085,33;;;;;812080,96;347434,54;;;;
2010;Abril;AM;27200755,27;-180,27;0;2625631,72;72698,35;9314607,57;7748740,44;22193454,86;115539,73;100204897,7;45196983,16;2484669,07;6275943,58;3560250,88;2497085,74;18379,41;;23869,96;;64855,43;234574443;;11030,67;62324948,05;;42855,74;74900173,58;;2781100;;;150119,45;;;;;11453332,91;2371197,09;;;;
2010;Abril;BA;26108029,02;131737,09;680622,86;5293112,15;0;35248742,7;50502386,98;91829308,12;17266898,13;154951994,1;83245813,91;4765346,46;5736050,43;8085182,4;2581562,97;264405,53;;18883,49;;3908628,76;266965310,3;;630575,13;75516253,7;;17261970,8;102095668,1;;0;;;193444,88;;;;;141118689,5;13326315,69;;;;
2010;Abril;CE;28547314,6;67088,86;36963,55;6628096,98;3737,49;10979636,79;5782627,69;80368046,48;9912266,66;98590128,22;39120155,71;4556388,45;920214,42;9829457,91;5433815,32;48751,37;;1010,04;;9845145,1;137965824;;1593786,99;40923904,95;;4569956,7;60847391,36;;207,45;;;29561,52;;;;;13342794,95;6031262,07;;;;
2010;Abril;DF;2283472,03;5806,51;75122,25;3353567;5124,8;1891897,46;99948812,16;123084290,8;155573842,7;731050692,5;1349523446;193707344,2;36270693,63;107965149,4;343136557,7;26386,82;;9615,16;;115022991,7;278476129,9;;18463155,95;149467029;;91942793,07;145173235,2;;0;;;56647,92;;;;;-276563622;11335232,75;;;;
2010;Abril;ES;141070605,2;413,17;22504,79;2099628,48;3712488,22;77114616,42;29111824,66;64994652,2;2892170,89;110375563,9;32537465,43;4696442,28;1914758,78;4950957,02;6280469,91;128774,06;;119370,89;;3536636,95;241676782,4;;179267,21;52316952,03;;1436953,63;62642520,37;;636524,84;;;439757,81;;;;;19577409,85;6879995,83;;;;
2010;Abril;GO;47575060,55;2207,41;10487,8;5484451,43;12233446,71;30177054,61;13744269,17;120421823,5;101135,1;92375422,45;36373780,42;2769629,62;1192843,26;3057225,17;1589727,25;274348,86;;1171,02;;482096,33;147757628,3;;77805,17;44940674,88;;76534,11;60840036,03;;0;;;181195,4;;;;;15549018,55;5837584,59;;;;
2010;Abril;MA;1967675,35;-11,64;0;3749295,83;0;713463,59;566221,62;17197344,3;26399,08;28182989,67;12116994,29;803657,82;53428,48;1225884,56;119907,3;67614,7;;305,51;;42598,83;103240781;;7027,19;32766061,6;;19832,51;17394773,15;;35926824,1;;;34290,51;;;;;4491241,52;4033425,42;;;;
2010;Abril;MT;926822,66;1329,2;0;1919062,72;0;371848,59;1520116,59;37138378,55;444775,66;49088132,85;27224082,14;2482459,41;346493,88;2886868,69;1957365,41;265181,06;;17152,02;;134891,91;54211102,34;;21803,9;20350922,53;;410706,19;33268125,65;;0;;;41880,44;;;;;12776084,77;3263815,44;;;;
2010;Abril;MS;153828,6;-35,91;0;36524,25;0;431730,95;4879864,4;48498091,58;206183,85;35295789,82;11838848,02;1656400,29;267019,3;1075482,83;661123,58;218948,82;;1720,7;;45349,68;37002036,69;;13081,96;13385560,51;;168042,63;19950172,52;;161,22;;;692172,59;;;;;5054182,98;1632135,83;;;;
2010;Abril;MG;28531298,7;7610,98;159189009,3;13145999,91;83995846,7;21571434,91;99755826,63;336080440,7;21120534,19;603313097,7;225844387,8;51084596,91;29795618;24422762,81;50268489,27;2969085,62;;2331501,29;;5953657,83;676600644,9;;2813993,12;160760300;;10938741,03;311500811,7;;1320,37;;;500649,79;;;;;61250362,1;24470909,04;;;;
2010;Abril;PA;2419156,8;301235,1;0;1649900,28;0;1678837,1;3048332,7;32247107,96;5248072,26;38092388,29;26282978,02;2731953,44;276327,79;2071441,71;4640628,79;147112,43;;108803,99;;4657344,95;48593920,86;;758711,95;18212942,11;;2646384,71;23467596,16;;0;;;170955,93;;;;;11865282,6;2975647,12;;;;
2010;Abril;PB;5655269;2188,94;0;2227591,33;0;739407,05;3163805,87;45140179,12;27319,33;20942735,58;17846361,35;740575,37;75647,18;988743,24;244540,54;29947,63;;1069,35;;26775,59;34878148,37;;4696,65;11474158,21;;22895,29;15778067,77;;0;;;31139,9;;;;;6070895,57;2894273,55;;;;
2010;Abril;PR;105787298,6;1224264,73;185703,48;7238120,07;75629595,97;53429371,38;80516798,58;252286752,9;10129673,25;370913644,3;147397063;67477117,42;14935154,04;19095206,9;168008538,8;233970,65;;5662,1;;33122761,22;563033046,4;;5333977,85;147844339,2;;7070686,78;205776069,2;;6852186,47;;;2323908,29;;;;;248039865,7;44617633,92;;;;
2010;Abril;PE;25771094,61;14812,46;113429,62;14530758,17;0;16957454,83;31971666,06;118176665;4705700,68;104819671,7;54645597,24;3758267,85;2135152,93;6900407,01;4652563,37;54911,44;;7979,91;;7560549,82;220236806,8;;1228148,13;59859814,77;;2107852,82;80061771,37;;0;;;476947,77;;;;;18889118,8;11198770,43;;;;
